number,num_pol,cost,age,older,car,output
578215630,2,2810.5,57,18,0,1
588287080,1,2853,57,38,0,0
106586800,2,2861.5,73,62,0,0
540494160,1,2870,66,10,0,0
573441371,2,2887,59,10,1,0
595649891,5,2908.8,56,0,1,0
625083791,2,2923.5,71,34,1,1
528445941,4,2931,67,41,1,0
654685061,7,2999.857143,66,60,1,0
3115607340,1,3009,28,1,0,0
529710581,2,3069,40,6,1,1
129798451,2,3077.5,73,19,1,0
432458101,2,3087,40,5,1,0
3045200340,2,3113,65,5,0,0
3045234910,2,3113,72,27,0,0
101584420,1,3145,83,21,0,1
586939611,14,3151.357143,57,2,1,0
223219390,2,3171,54,47,0,0
27750031,2,3188.5,28,0,1,0
584500401,6,3191.333333,58,38,1,0
277499930,1,3216,51,8,0,0
577846880,1,3265,59,7,0,0
3074513100,2,3309.5,83,0,0,0
573461081,2,3365.5,60,0,1,0
3017657721,5,3373,33,28,1,0
347575830,1,3384,36,0,0,1
402566121,1,3389,42,35,1,0
587157490,1,3403,58,0,0,0
368267661,3,3447.333333,37,10,1,0
648511730,1,3469,72,29,0,1
3169387291,5,3484.8,31,7,1,0
3018319701,4,3524.5,33,14,1,0
3086249230,1,3587,38,2,0,1
280022511,3,3600.666667,51,43,1,0
383686681,2,3651.5,45,19,1,0
580077741,2,3745,58,6,1,0
3108343531,3,3748.666667,45,4,1,1
3031305461,16,3784.625,32,161,1,0
509014530,1,3792,70,8,0,0
402610261,2,3811,41,29,1,1
3108343381,2,3832.5,70,0,1,1
592669730,1,3865,57,18,0,1
3193594020,1,3917,70,0,0,1
3024858341,2,3934.5,31,7,1,0
587157491,2,3958,58,10,1,0
636945581,2,3996.5,68,10,1,0
3147741181,1,4096,25,16,1,1
532521770,1,4106,67,37,0,0
628796631,2,4106.5,39,5,1,0
637145391,2,4154,67,2,1,0
3080063600,1,4164,29,0,0,0
3061764051,4,4182.5,62,34,1,0
360722211,2,4344.5,42,5,1,1
612303891,5,4379.2,39,16,1,0
587544581,2,4417.5,58,106,1,0
562371261,3,4418,62,17,1,0
3175729801,2,4500,40,12,1,1
302623720,1,4523,72,0,0,0
320462030,3,4705.333333,47,39,0,0
362720781,3,4828.666667,43,24,1,0
575443480,3,4959,58,7,0,0
572932841,2,5106,60,0,1,1
3096943390,3,5154.333333,77,0,0,0
593369581,3,5154.333333,58,0,1,0
3093044910,2,5340.5,77,23,0,0
595244391,5,5484.8,56,34,1,0
654685060,1,5718,66,26,0,0
3147736490,2,5990.5,25,0,0,0
627628361,2,5990.5,70,31,1,0
596533521,2,6192,56,27,1,1
3079464001,5,6234.8,29,20,1,0
383686680,1,6303,45,8,0,0
3107463911,2,6409.5,50,0,1,0
224812380,1,6860,56,5,0,0
362738291,3,7012.666667,43,26,1,1
3177057470,1,7204,29,0,0,0
612380851,4,7618,39,0,1,0
373870810,1,7833,42,2,0,0
3021626311,4,8000.25,32,2,1,0
248154091,2,8160.5,52,4,1,0
595873030,1,9190,56,0,0,0
578242030,5,9360,59,2,0,0
3104679491,2,10269.5,59,39,1,0
330584541,3,12557.33333,45,19,1,0
632718451,5,13068.2,67,21,1,0
263297141,3,13320.33333,48,8,1,0
3150231351,2,13850.5,25,5,1,0
3142651901,4,16558,31,31,1,0
612308501,5,18934.8,39,43,1,0
3130363861,5,20106,40,28,1,0
3130161231,2,20710,32,0,1,0
612331850,3,20806.66667,39,4,0,0
612370870,1,52500,39,13,0,0
