number,num_pol,cost,age,older,car,output
55873400,1,928,74,35,0,0
2116222611,2,930,21,23,1,0
519640700,3,932,68,45,0,1
319663361,6,932.1666667,47,87,1,1
240430101,2,934,52,10,1,0
2066849871,4,935.75,22,5,1,0
317232321,2,938,43,19,1,0
3020486811,4,939,33,19,1,0
405993911,2,939.5,41,10,1,0
516291601,2,940,68,56,1,0
559879941,1,940,62,1,1,0
382274431,12,942.3333333,46,83,1,0
572123181,13,944.7692308,60,170,1,0
574766731,2,945.5,59,14,1,0
248245751,7,945.5714286,51,29,1,0
509115100,3,947.6666667,70,20,0,0
92206331,2,950.5,81,50,1,0
32445481,3,953.6666667,74,34,1,0
255717201,4,954.75,48,44,1,0
345128630,1,955,44,22,0,0
131133781,2,955.5,54,35,1,0
238143040,1,957,53,3,0,1
361546641,2,957,42,2,1,0
572347751,2,957,59,30,1,1
522332930,2,961.5,67,17,0,1
546494050,2,963.5,65,18,0,0
338529140,1,965,45,3,0,1
2004702841,2,966,34,27,1,0
429707981,4,966,78,65,1,1
3094245541,4,966.25,32,13,1,1
532725301,6,968.3333333,67,71,1,0
575408901,2,969.5,58,33,1,0
302333241,5,969.8,72,29,1,1
69815751,5,969.8,75,90,1,0
146802351,2,970,72,0,1,0
2005557461,5,972.8,34,11,1,0
228430231,2,973,55,3,1,0
288497350,1,973,50,5,0,0
156015110,6,977.3333333,59,24,0,0
288259821,3,977.3333333,51,15,1,0
534414650,4,978,66,11,0,0
565325001,2,978,61,30,1,0
40875811,2,979,79,31,1,1
222518130,1,983,57,8,0,0
69815750,1,983,75,32,0,1
509032441,2,983.5,70,21,1,1
517822410,1,984,68,5,0,1
93318440,1,984,75,29,0,1
433769791,2,984.5,40,26,1,0
2013510040,1,985,33,2,0,0
2137773371,1,985,18,0,1,1
226924121,3,985,55,14,1,0
238078291,2,985,53,6,1,0
545252251,2,986.5,65,51,1,0
567402021,5,988.8,61,110,1,0
272484261,2,989,47,51,1,0
300852451,2,989,72,351,1,1
225482911,4,990,54,31,1,0
292878101,6,992.1666667,50,34,1,0
104178301,4,993.25,72,23,1,0
220620381,2,993.5,55,26,1,0
250507411,2,994,49,21,1,1
513841960,2,994,69,1,0,1
2079793451,3,994.3333333,23,0,1,0
565967291,7,994.5714286,61,88,1,0
93655111,7,995,76,87,1,0
286259451,2,995.5,50,25,1,1
333526181,2,996,45,57,1,0
250517491,4,996.75,49,41,1,0
522484241,6,996.8333333,68,91,1,0
301890130,3,997,72,27,0,0
292878771,2,999,50,36,1,0
318057990,1,999,47,25,0,1
55833720,1,999,76,32,0,0
553656701,4,1000.5,63,19,1,0
505363170,1,1001,71,1,0,1
505363171,1,1001,71,31,1,0
2004872390,1,1004,34,13,0,0
556505681,2,1004.5,63,53,1,1
79197150,4,1005.5,84,17,0,0
376913911,4,1006,46,5,1,0
554621700,2,1007,63,6,0,0
584157461,2,1007,58,16,1,1
431053860,1,1008,41,1,0,0
2058090721,2,1008.5,27,13,1,0
301094091,6,1008.5,72,85,1,0
243005500,1,1009,52,3,0,0
92835321,4,1009.5,79,22,1,1
501432961,9,1010.777778,71,131,1,0
59020021,2,1011,72,64,1,0
547005540,3,1012.333333,65,18,0,0
3182924551,3,1013.333333,24,3,1,0
514278131,3,1013.666667,68,21,1,0
238048751,3,1014.666667,53,55,1,0
547494451,2,1015,64,16,1,1
555328991,2,1015,62,27,1,0
75857140,1,1016,87,25,0,0
391192680,1,1017,39,16,0,0
295822770,2,1019,49,42,0,0
318104271,2,1019,47,46,1,0
326233321,2,1019,38,24,1,0
264105481,6,1019.5,48,41,1,0
2060080471,2,1021.5,27,6,1,1
220532430,1,1022,53,5,0,0
584944851,4,1022.5,58,19,1,0
544889941,2,1023,65,5,1,0
69158130,2,1023.5,77,50,0,0
422563131,3,1026.333333,41,19,1,0
31023991,11,1026.363636,75,85,1,0
240430100,2,1027,52,7,0,0
125650730,1,1028,57,31,0,1
18684620,1,1028,93,6,0,0
286271980,1,1028,50,27,0,0
497722620,1,1028,78,7,0,0
265992251,2,1029,34,4,1,0
511457530,1,1029,69,41,0,1
295661971,29,1029.068966,49,90,1,0
3185771450,1,1030,24,2,0,0
3191509591,2,1030,23,16,1,0
3192267590,1,1030,63,0,0,0
435246021,3,1031.333333,85,38,1,0
2133839201,4,1031.5,19,0,1,0
549327441,4,1031.5,64,25,1,0
3150390811,3,1033,25,2,1,0
333362721,4,1033.25,45,21,1,0
289579421,1,1034,50,16,1,0
2136006381,2,1034.5,19,5,1,0
549333121,2,1034.5,64,24,1,0
519700931,5,1034.8,68,6,1,0
52728771,2,1035,74,27,1,0
540638471,2,1035.5,66,19,1,0
504403121,2,1036.5,71,15,1,0
92485431,4,1036.75,82,34,1,0
292872571,2,1037,50,8,1,1
515100550,1,1038,68,22,0,0
93213811,2,1038,73,6,1,0
427280890,3,1039,85,42,0,0
61800951,2,1039,76,38,1,0
336471161,2,1041.5,45,0,1,1
508995331,2,1041.5,70,39,1,1
562271761,2,1042,62,0,1,1
404994101,3,1043.666667,41,20,1,0
345121521,4,1052.25,44,9,1,0
338555861,4,1052.5,45,23,1,1
2015014341,2,1053,32,24,1,0
169163551,2,1053.5,68,37,1,1
238005271,11,1053.636364,53,28,1,0
565044261,3,1054.666667,61,75,1,1
333853030,1,1055,46,5,0,1
564584581,5,1055,61,16,1,0
281291791,4,1056.5,51,39,1,0
604414410,2,1057,75,11,0,0
597342281,3,1057.333333,55,36,1,0
514109000,3,1057.666667,70,11,0,0
92308631,4,1057.75,79,69,1,0
82829981,7,1058.428571,73,48,1,1
339940051,4,1058.5,44,7,1,0
136626970,1,1060,58,27,0,0
3007995821,4,1060.5,34,14,1,0
301335730,1,1063,72,36,0,0
503204561,6,1064.333333,71,41,1,0
243020770,5,1064.4,52,22,0,0
2067010391,2,1066,24,4,1,0
533126411,2,1066,67,44,1,0
645971071,20,1066.25,71,211,1,0
51358921,2,1067.5,80,44,1,1
363170141,6,1067.666667,42,60,1,0
419505440,1,1068,41,9,0,1
30420251,2,1069,82,26,1,0
93622290,2,1069,73,20,0,0
245310891,12,1069.666667,52,91,1,0
71369480,2,1071,85,6,0,0
516291600,1,1073,68,5,0,0
238961941,15,1074.533333,53,136,1,0
632986650,2,1075.5,72,9,0,0
3028632531,2,1076,29,0,1,0
322150061,10,1076.2,47,65,1,0
360421171,2,1077,42,26,1,0
565304470,1,1078,61,5,0,1
146802350,1,1079,72,0,0,0
297418570,2,1080.5,49,25,0,0
319551231,2,1082,46,13,1,0
565304471,6,1084.5,61,85,1,1
277443741,4,1085,51,97,1,0
498339731,3,1085,40,22,1,0
564571951,4,1089.75,61,11,1,0
2075196121,2,1090,22,0,1,0
324324371,2,1090,46,4,1,0
296771840,1,1091,49,20,0,0
382289200,1,1091,46,2,0,0
425308731,2,1091,79,21,1,0
3007208361,3,1095.666667,35,27,1,1
3002707740,1,1096,62,0,0,0
363032790,1,1101,42,0,0,0
417027211,4,1101,38,15,1,0
576814620,3,1101.333333,58,10,0,0
28745501,2,1102.5,73,31,1,0
153092970,1,1103,65,5,0,0
515711071,2,1103.5,69,42,1,0
507144011,3,1104.666667,70,6,1,1
17961011,9,1105.222222,90,60,1,0
3013870311,2,1106,34,39,1,1
571786341,2,1106,60,15,1,0
292893781,3,1107.333333,50,7,1,0
159824081,2,1108,46,20,1,0
228471071,3,1108,55,8,1,0
3194892171,2,1108,49,11,1,0
240431431,2,1109,52,59,1,0
577812210,3,1110.333333,59,0,0,0
574522600,1,1112,60,25,0,0
243532601,2,1113,52,32,1,0
250512851,7,1113,49,0,1,0
382267001,2,1114,46,59,1,1
549322800,1,1116,64,26,0,0
122361051,2,1116.5,60,27,1,0
305441340,1,1117,72,19,0,1
396303631,2,1118,37,26,1,1
284468131,5,1119.4,50,0,1,0
18359821,2,1120.5,72,13,1,0
286271981,6,1122.666667,50,76,1,0
14220881,6,1123.666667,83,25,1,0
292042031,1,1124,49,5,1,1
546904170,1,1126,65,20,0,0
2096438571,2,1128,25,4,1,0
3002845931,2,1129.5,35,11,1,0
589564421,4,1130.75,58,19,1,0
3031305460,1,1131,32,13,0,1
3037069640,1,1131,60,13,0,0
3037183811,3,1131,65,25,1,0
3039233790,2,1131,69,0,0,1
3039233871,2,1131,66,37,1,0
3039403810,1,1131,66,16,0,0
3040325501,2,1131,74,30,1,1
3042214681,14,1131,40,47,1,0
3042319211,2,1131,76,7,1,1
3042630720,1,1131,48,17,0,0
3043153361,2,1131,60,24,1,0
578789440,1,1131,59,6,0,0
578887111,23,1131,59,209,1,0
578897681,3,1131,58,19,1,0
579177911,2,1131,59,24,1,1
579183020,2,1131,59,31,0,1
579183021,4,1131,59,29,1,0
579186411,2,1131,59,12,1,0
579197711,2,1131,59,54,1,1
579238801,3,1131,59,0,1,0
579336320,1,1131,59,0,0,0
579859391,2,1131,59,15,1,1
267556780,1,1133,62,1,0,0
450426111,2,1136.5,84,21,1,1
510857691,2,1136.5,69,50,1,1
3002654691,6,1137.333333,35,18,1,0
55559661,2,1137.5,72,35,1,1
273974541,4,1139,48,31,1,0
330627461,3,1140,45,10,1,0
604758030,2,1142,40,20,0,0
302168161,4,1143.75,72,31,1,0
238007410,1,1144,53,15,0,0
38398590,1,1144,76,29,0,1
2079259180,1,1145,22,5,0,0
523644861,2,1145,67,2,1,0
324344580,1,1146,46,2,0,0
222136721,2,1147.5,56,19,1,0
2004911731,2,1148,34,24,1,0
2053926651,2,1148,28,2,1,1
330752191,3,1148,45,21,1,0
540226601,2,1148,66,26,1,0
63427940,1,1148,77,15,0,0
567404830,2,1149,58,31,0,0
335544451,4,1151.75,45,9,1,0
17010281,2,1154,83,29,1,0
342447561,2,1154.5,44,7,1,0
467675471,2,1154.5,72,68,1,1
305481191,4,1155.25,72,43,1,0
257238261,2,1156.5,48,33,1,1
368291661,4,1156.75,36,68,1,0
215288231,2,1157.5,37,16,1,1
118437940,1,1158,42,9,0,1
565381681,12,1158.833333,61,73,1,0
265964521,2,1159,35,10,1,0
3150371501,3,1160.666667,25,0,1,0
2067045461,2,1161,23,8,1,0
240434080,3,1165.333333,52,12,0,0
559093940,1,1167,62,3,0,0
98016061,13,1167.923077,77,137,1,0
3077898751,2,1170,73,32,1,0
517822411,5,1170.2,68,8,1,0
511457531,10,1170.6,69,111,1,0
305370051,10,1171.1,72,95,1,0
321152221,2,1175,47,34,1,0
266670971,3,1178,41,25,1,0
2074944931,2,1180,23,7,1,0
257031580,1,1180,48,8,0,1
255699551,5,1181.4,48,14,1,0
277432441,4,1182,52,8,1,0
3031303710,1,1182,32,12,0,0
578211260,1,1182,57,18,0,1
395893461,6,1183.833333,38,6,1,0
348022231,2,1187,44,32,1,0
3009606971,2,1189,34,41,1,0
319663360,1,1189,47,13,0,0
559382451,2,1189,62,25,1,0
565381680,4,1189.75,61,7,0,0
238200041,6,1190.833333,53,89,1,0
368133351,2,1192,37,2,1,0
279490980,3,1194.333333,51,18,0,0
324329811,1,1196,46,21,1,1
304282961,14,1199.142857,72,22,1,0
3064659311,2,1199.5,57,0,1,0
320303141,2,1200,47,20,1,0
541378151,2,1201,65,34,1,0
3017203301,4,1202,33,21,1,1
269581811,3,1204.333333,64,33,1,0
11226211,10,1206.3,75,30,1,1
369235551,2,1207,37,17,1,0
476706410,1,1207,77,12,0,1
92312751,5,1207,77,28,1,0
3048150121,3,1209,31,25,1,1
3049583821,2,1209,31,11,1,0
3051382991,1,1209,31,0,1,0
3059705430,1,1209,42,4,0,1
3060123111,2,1209,70,49,1,0
3142905940,1,1209,51,18,0,0
580090440,1,1209,58,25,0,0
580090691,2,1209,58,33,1,0
336387350,2,1212,45,17,0,0
512424021,2,1214,69,35,1,0
545252250,1,1216,65,23,0,0
2008045080,2,1216.5,33,9,0,1
332390391,2,1221.5,45,62,1,1
340327061,2,1221.5,45,17,1,0
522332931,8,1222.25,67,58,1,0
3114864351,2,1222.5,28,19,1,0
279819431,2,1224,51,3,1,0
284669281,2,1224,51,19,1,0
534258801,5,1225.4,66,41,1,0
119317221,2,1225.5,65,56,1,1
535845531,23,1227.73913,66,322,1,0
519205691,3,1228,69,22,1,1
255654901,4,1229.25,48,54,1,0
381698431,4,1229.25,36,30,1,0
481961411,2,1229.5,75,65,1,1
52986820,3,1231.333333,82,32,0,0
109965101,8,1233.75,76,54,1,0
238200040,3,1234.333333,53,46,0,0
279490981,2,1235,51,27,1,0
267564861,2,1237.5,65,55,1,1
292817220,3,1240,50,28,0,0
419562690,1,1240,40,4,0,0
391192681,2,1240.5,39,14,1,0
240435231,6,1241.833333,52,35,1,0
2005808431,5,1242.6,33,1,1,0
217803901,2,1244,38,23,1,0
552672491,9,1244.111111,63,122,1,0
115016401,4,1245,50,20,1,0
368014050,1,1246,37,0,0,0
642844661,2,1247,80,39,1,0
565339460,1,1249,61,21,0,1
504164860,2,1249.5,71,31,0,0
2005353341,2,1250,33,4,1,0
366656770,1,1250,37,8,0,0
3002650221,12,1251.333333,35,31,1,0
75857141,2,1254,87,34,1,0
2129379401,13,1254.076923,19,11,1,0
535257621,2,1254.5,66,19,1,0
121519991,2,1255,75,18,1,0
341491531,1,1257,44,79,1,0
534361351,2,1260,66,28,1,0
92214661,2,1263.5,74,4,1,0
286283860,3,1267.333333,50,33,0,0
230582661,2,1272,54,19,1,0
249778941,5,1277.6,51,11,1,0
31023990,3,1278.333333,75,10,0,0
324379150,1,1279,47,7,0,0
92152291,2,1282.5,75,62,1,1
141196711,4,1283.25,69,20,1,0
300410081,2,1283.5,80,8,1,0
255698800,2,1285,48,19,0,1
360451691,1,1285,42,7,1,0
502892481,4,1286.5,71,29,1,0
558235381,8,1290.375,58,0,1,0
654716740,2,1291,78,27,0,0
300852450,2,1292,72,53,0,1
320991781,2,1292,46,11,1,1
262735731,4,1293,48,5,1,0
3115709151,3,1294,28,19,1,0
342414631,2,1294,44,8,1,0
562283981,2,1295.5,62,38,1,1
32445480,2,1297,74,49,0,1
328963341,6,1297.333333,43,87,1,0
522364451,4,1297.75,67,0,1,0
284064941,2,1298,51,16,1,0
549186851,3,1298.666667,64,60,1,0
135554531,4,1298.75,71,33,1,0
558595731,2,1300.5,62,22,1,1
85989971,2,1302.5,83,14,1,1
315742471,5,1304.8,43,31,1,0
344210321,3,1305,44,21,1,1
529180750,2,1310,67,26,0,0
152784011,2,1311,70,31,1,0
3116600471,3,1311.666667,31,12,1,0
311128321,2,1312.5,42,5,1,0
513781231,4,1313.75,69,26,1,0
362715261,3,1316,43,30,1,1
3019326531,3,1317,48,20,1,0
567488901,3,1318.333333,61,12,1,1
288468631,2,1319.5,50,4,1,0
339133511,13,1320.307692,45,43,1,0
377304700,1,1321,38,19,0,1
607454941,2,1321.5,39,14,1,0
320985681,2,1322.5,46,31,1,0
556616151,2,1326.5,63,3,1,1
511348981,3,1326.666667,69,44,1,0
502715501,4,1327.75,71,19,1,0
546671751,8,1328.875,65,93,1,0
319754101,4,1329.25,47,17,1,0
330375731,2,1329.5,45,26,1,0
523554191,2,1331.5,67,24,1,0
321026750,3,1331.666667,47,49,0,1
238019390,1,1332,53,6,0,1
382622671,4,1336.75,45,40,1,0
255643601,2,1337.5,48,37,1,1
327931840,1,1338,44,0,0,0
363896090,2,1338,42,17,0,0
340363350,1,1339,44,17,0,0
324376831,2,1342,47,5,1,0
419547021,11,1343.181818,41,32,1,0
22255890,2,1348.5,72,18,0,0
222334071,3,1349.666667,56,37,1,0
56269321,3,1350.333333,77,9,1,0
341483950,1,1351,44,0,0,0
426025081,3,1351.333333,75,42,1,0
633309060,1,1355,66,5,0,0
250328060,1,1357,46,8,0,0
255680151,2,1358,48,25,1,0
565361211,10,1358.3,61,79,1,0
3026876781,2,1360,32,12,1,1
339750200,1,1360,5,7,0,0
514463181,2,1360.5,69,5,1,1
2077066721,5,1362.2,24,0,1,0
419753681,2,1364,75,4,1,1
534485931,2,1364,66,25,1,0
255628440,1,1367,48,18,0,0
3080892181,3,1369.666667,29,0,1,0
521690261,1,1370,68,42,1,0
225592801,3,1371,55,42,1,0
556663821,2,1371.5,63,0,1,0
513741480,2,1372,70,56,0,0
559897680,2,1374.5,62,8,0,0
2060772731,2,1375,27,9,1,0
366061431,2,1378,38,5,1,1
344548271,6,1379.833333,44,18,1,0
3173712351,3,1381.333333,32,15,1,0
237747711,2,1383.5,52,5,1,0
513808221,6,1383.666667,69,19,1,0
586939041,2,1386.5,57,2,1,1
3144240781,5,1386.6,41,7,1,0
292845511,6,1386.833333,49,55,1,0
2004868501,2,1387,34,15,1,0
342460091,4,1392.5,44,38,1,0
215371051,2,1397,36,4,1,0
270719350,3,1398.666667,60,19,0,1
93656361,4,1399.25,79,25,1,0
333181141,2,1400.5,45,27,1,1
131168010,2,1401.5,64,23,0,0
218176221,2,1401.5,46,32,1,0
3065335891,4,1401.5,40,28,1,0
3027653001,2,1406,32,12,1,0
519354681,2,1409,68,10,1,0
38640481,2,1415,80,54,1,0
516229420,1,1416,69,30,0,0
69652481,2,1417,76,3,1,1
580581161,6,1421,59,33,1,0
106372701,2,1421.5,77,54,1,0
3175729981,2,1421.5,35,8,1,0
3177286651,6,1424.333333,52,31,1,0
2006682340,1,1425,33,3,0,0
2077304091,1,1426,23,0,1,0
523550881,4,1431.75,68,182,1,0
3193594021,3,1433.333333,70,13,1,0
564565361,2,1433.5,61,14,1,0
279749301,2,1436.5,51,76,1,0
319685891,2,1440,47,29,1,1
3145349001,2,1442.5,44,14,1,0
626035680,2,1442.5,67,0,0,1
626035681,2,1442.5,67,32,1,0
502813510,1,1443,71,38,0,1
535909560,1,1443,66,20,0,0
28745500,1,1448,73,25,0,0
513770001,1,1448,70,30,1,0
93655110,1,1448,76,23,0,0
535426501,2,1449,66,30,1,0
326210701,2,1452,38,26,1,1
94405040,1,1454,73,16,0,0
55993291,10,1458,77,60,1,0
420640891,2,1461.5,73,13,1,0
243005501,19,1461.631579,52,33,1,0
346395421,2,1463,36,11,1,0
43187211,2,1463.5,78,26,1,0
547025501,2,1467,65,5,1,0
362071810,2,1473,43,8,0,1
349426071,2,1474,43,33,1,0
377238711,2,1477,38,12,1,0
3108684270,1,1478,38,6,0,0
229394740,2,1479.5,54,0,0,0
292845510,1,1481,49,5,0,0
612283911,2,1482.5,39,28,1,0
228430311,2,1483,55,23,1,0
519959181,2,1483,68,34,1,1
2013463841,2,1486.5,33,10,1,0
59893060,3,1488,73,30,0,0
627263511,2,1489,77,37,1,0
3054918621,2,1490,31,15,1,0
3184799121,3,1490.666667,24,16,1,0
508651201,3,1491.333333,69,30,1,1
3013891511,2,1491.5,34,10,1,1
319512540,2,1498,47,16,0,0
567120290,1,1498,61,13,0,0
523381831,4,1499,68,37,1,0
565967290,1,1501,61,16,0,0
286299540,1,1504,50,21,0,0
288744441,2,1505.5,50,35,1,0
272036940,1,1506,48,11,0,0
256053041,6,1512.5,48,2,1,1
373846090,1,1515,42,0,0,0
218096030,2,1516.5,39,12,0,0
2054028521,2,1517,27,11,1,0
540271231,2,1517,65,29,1,0
252416621,2,1517.5,48,22,1,1
3090750591,6,1519,63,53,1,0
2056973291,2,1519.5,27,15,1,1
541135430,2,1519.5,65,36,0,0
3075366151,2,1527,56,0,1,1
419446040,1,1527,41,10,0,1
534366301,5,1542.4,66,59,1,0
299850171,2,1543.5,35,2,1,1
93521471,2,1544.5,88,19,1,0
55831170,1,1547,74,49,0,0
238087511,2,1547.5,52,10,1,0
256655971,2,1547.5,48,69,1,1
106586801,5,1547.8,73,111,1,0
3147208630,1,1548,26,2,0,0
627359560,1,1548,72,4,0,0
507265871,2,1549,70,20,1,0
632986651,2,1549.5,72,29,1,1
586973681,3,1551.666667,57,0,1,0
2136267991,1,1555,19,0,1,0
419491651,2,1556,41,5,1,0
428256530,1,1562,40,1,0,0
348320631,3,1571,44,11,1,1
375692901,2,1574,46,22,1,0
639826490,2,1574,68,60,0,1
332446251,2,1575,45,26,1,0
396239471,6,1577.166667,37,13,1,0
288549901,4,1578.25,50,44,1,0
368694931,2,1578.5,36,39,1,1
586848460,2,1578.5,58,26,0,0
433271210,1,1584,80,20,0,1
360425701,2,1597.5,42,36,1,0
558084221,2,1599,61,19,1,0
326291231,2,1602,38,22,1,0
255661911,4,1602.75,48,73,1,0
336498071,10,1615.1,44,109,1,0
566360610,1,1618,61,3,0,0
16474031,4,1620.75,74,67,1,0
552679001,5,1622,63,0,1,1
239689281,4,1622.5,53,72,1,0
435637581,3,1631,71,63,1,0
522526401,3,1632.666667,68,8,1,1
587157641,2,1637.5,58,155,1,0
505993311,9,1639.555556,70,233,1,0
554131161,2,1645.5,63,39,1,0
637655311,4,1645.5,74,45,1,0
324379151,2,1646.5,47,0,1,0
433804761,2,1650.5,40,21,1,0
3119394171,8,1652.75,62,0,1,0
93318441,2,1662,75,50,1,0
250549170,2,1665.5,49,30,0,0
417067630,3,1666.333333,38,1,0,0
224237501,2,1672,55,25,1,0
253362720,1,1681,48,12,0,1
3065461771,2,1685.5,48,18,1,0
263920681,2,1692,48,29,1,1
545271711,2,1692.5,65,16,1,0
346278441,4,1693.5,36,1,1,0
3096120421,2,1698,46,17,1,1
593077850,2,1698,57,17,0,0
246052140,4,1703,52,20,0,0
604708791,2,1703.5,40,26,1,1
288760921,3,1709.666667,50,19,1,0
415913550,2,1718,77,21,0,0
75019921,2,1718,80,36,1,0
224404570,1,1721,55,50,0,1
596533520,1,1721,56,6,0,0
84449520,1,1722,78,11,0,1
93179830,1,1726,75,20,0,0
3006550731,2,1732,35,2,1,1
225592800,2,1734,55,37,0,0
417067631,2,1744.5,38,23,1,1
93613461,2,1744.5,82,28,1,0
649040710,1,1747,68,2,0,0
295422480,1,1748,49,12,0,1
3121367081,2,1750,28,8,1,0
57920311,4,1753,80,68,1,0
246052141,3,1754,52,25,1,1
238007660,3,1759,53,26,0,0
534361350,1,1760,66,16,0,0
250120300,2,1762.5,49,7,0,0
223884741,2,1765.5,54,22,1,1
376915401,2,1767,46,32,1,1
554166480,1,1771,69,11,0,0
93213810,2,1771,73,22,0,0
93521470,2,1773,88,24,0,0
277404140,2,1775,52,31,0,0
501472891,2,1779,71,29,1,1
391066610,1,1792,39,6,0,1
509014531,2,1792.5,70,0,1,0
419550221,3,1793,41,95,1,0
3115580191,2,1794,28,12,1,0
602000521,2,1794,73,7,1,0
260777680,2,1797.5,69,15,0,0
224404571,8,1805.25,55,106,1,0
518079231,5,1808.6,69,22,1,0
89762190,1,1809,76,9,0,0
3000647550,1,1810,35,3,0,1
328925071,2,1811,44,9,1,1
376915400,1,1816,46,13,0,0
546483991,2,1816,65,52,1,1
3015411571,2,1818.5,34,0,1,0
419542231,2,1822.5,41,25,1,1
269567481,2,1827,71,38,1,0
2008055881,2,1828,33,0,1,1
338876541,2,1829,45,23,1,0
75019920,2,1837,80,37,0,1
419574991,4,1837.5,40,70,1,0
338889260,2,1840.5,44,19,0,0
533836180,1,1845,67,6,0,0
317235211,6,1847,43,29,1,0
433826961,15,1847.6,40,187,1,0
52736281,1,1860,75,4,1,1
406283231,5,1862.2,41,52,1,0
371930591,2,1863.5,42,16,1,1
552672490,7,1863.571429,63,62,0,0
357312491,2,1865,43,56,1,0
2130241021,3,1867.666667,19,11,1,0
549322801,2,1877,64,26,1,0
215303810,1,1884,37,5,0,0
586938961,20,1886.4,57,121,1,0
327711231,1,1888,44,16,1,0
222283651,3,1892,54,28,1,1
522883131,4,1894.75,67,114,1,0
648511731,2,1895.5,72,29,1,0
238460171,2,1904,53,14,1,0
508393981,2,1905.5,70,0,1,0
368291660,1,1909,36,29,0,0
521690260,1,1909,68,22,0,0
504164861,4,1916.5,71,42,1,0
3062992641,11,1916.909091,70,20,1,0
416170851,6,1922.166667,79,43,1,0
339690801,2,1924,45,0,1,0
235285811,2,1928.5,54,33,1,0
34262771,2,1930,73,23,1,0
363059931,2,1945,42,36,1,0
93656360,2,1948.5,79,17,0,1
451450831,2,1950.5,73,17,1,0
302623721,4,1966.25,72,53,1,0
2055757071,3,1975,27,5,1,0
34693270,1,1975,86,19,0,1
392626880,2,1985,38,0,0,0
2006160680,1,1992,34,0,0,0
522520951,4,1999.25,68,26,1,0
3087016970,1,2000,97,3,0,1
586939610,3,2006.666667,57,4,0,0
639826491,2,2007,68,35,1,1
333362720,2,2007.5,45,21,0,0
3029448301,3,2007.666667,33,3,1,1
3173712431,3,2013,30,5,1,0
3084630330,1,2017,29,4,0,0
586997600,1,2017,5,8,0,0
362715260,1,2018,43,16,0,1
513841961,4,2023.75,69,9,1,0
235228651,4,2027.75,54,12,1,0
256053040,1,2030,48,14,0,0
636824470,2,2032,72,21,0,0
506968970,1,2037,70,3,0,0
512630851,1,2041,70,5,1,0
3089157841,3,2042.666667,41,24,1,1
127266001,4,2046,68,30,1,0
375602990,2,2048,46,9,0,1
2009267311,5,2054.6,32,9,1,0
324362300,1,2063,47,11,0,1
40875810,1,2066,79,11,0,0
375661971,4,2069.75,46,36,1,0
506830511,3,2073.333333,70,38,1,0
400497851,2,2080,42,27,1,0
288583060,1,2083,50,13,0,1
575432821,7,2104.857143,58,37,1,0
301335731,9,2106.111111,72,102,1,0
571789800,1,2118,60,16,0,0
347650160,1,2119,36,0,0,0
347801141,2,2128.5,44,21,1,1
509032101,2,2169,70,19,1,0
3090750590,2,2187.5,63,9,0,1
341547811,4,2187.75,44,47,1,0
419457000,2,2205.5,41,10,0,0
419503201,2,2212,41,41,1,0
586910151,5,2215.8,57,28,1,0
402607621,2,2222,41,28,1,1
2142521321,3,2232.666667,18,0,1,0
3071843170,1,2246,59,23,0,0
512697100,1,2248,70,8,0,1
3083855901,2,2252,29,5,1,0
170554681,2,2254.5,67,26,1,0
639826561,2,2255.5,68,20,1,0
239562531,2,2257,53,0,1,1
3162166211,3,2265,25,17,1,0
3185351921,2,2265.5,24,2,1,0
397306681,2,2269.5,37,31,1,0
472385220,1,2288,87,20,0,0
516228680,1,2302,69,16,0,1
614710330,2,2305.5,77,45,0,1
614710331,4,2307.75,77,67,1,0
433749660,1,2318,40,11,0,0
506338901,2,2332,70,65,1,0
586997861,3,2345,57,3,1,0
215373521,2,2353.5,36,13,1,0
549324960,1,2362,64,3,0,1
336454901,4,2401.25,45,73,1,0
375659910,1,2409,46,3,0,0
3087017471,2,2411.5,42,7,1,1
379999430,2,2418,36,11,0,0
3064218430,1,2428,71,6,0,0
519992820,1,2438,68,30,0,0
517794371,1,2446,68,71,1,0
573391941,2,2449.5,60,32,1,0
348417670,1,2460,42,2,0,0
3002650220,1,2480,35,2,0,0
3160443951,2,2480,25,3,1,1
634837961,2,2480,66,11,1,1
580051660,1,2481,58,7,0,1
3011563941,2,2489,34,9,1,0
568149241,2,2489,61,26,1,0
382462521,3,2506.333333,46,0,1,0
238080901,2,2525,53,38,1,0
576814621,6,2538,58,32,1,0
584500400,2,2543.5,58,38,0,0
101215231,2,2564.5,75,9,1,1
638247341,2,2590,77,21,1,0
223219391,4,2593,54,160,1,0
240427721,2,2599.5,52,11,1,0
591176301,6,2612.666667,57,95,1,0
226438111,2,2620,55,26,1,1
382496110,1,2634,46,11,0,1
3064659310,3,2635,57,1,0,0
223241491,2,2638,54,24,1,1
529905611,2,2638,40,5,1,0
3024995611,10,2638.8,32,82,1,0
3009596161,2,2646,34,15,1,0
2055322861,2,2654,27,6,1,0
501440960,1,2654,71,13,0,0
235176180,1,2656,54,4,0,0
3020486810,2,2676.5,33,17,0,0
3074513510,1,2685,34,10,0,0
576846801,2,2695.5,58,55,1,1
342882330,1,2716,44,1,0,1
3083577891,2,2731,30,5,1,0
505993310,2,2732,70,17,0,0
106558501,3,2756.666667,73,34,1,0
3184782601,2,2775.5,24,21,1,1
390760051,2,2780.5,39,13,1,0
365354330,2,2805,37,17,0,0
258462541,2,2807.5,48,48,1,0
